cust_no,age_gender,update_dt
11953,40S F,20180831
11966,20S F,20180831
11977,50S M,20180831
12088,30S M,20180831
12144,30S F,20180831
12171,30S F,20180831
12209,30S F,20180831
12396,50S M,20180831
12504,30S F,20180831
12544,20S F,20180831
12576,40S F,20180831
12620,40S F,20180831
12646,30S F,20180831
12669,40S M,20180831
12672,40S M,20180831
12890,40S F,20180831
13039,50S M,20180831
13043,20S F,20180831
13098,40S M,20180831
13108,30S M,20180831
13152,40S M,20180831
13315,40S M,20180831
13340,50S M,20180831
13399,40S F,20180831
13497,30S M,20180831
13519,40S M,20180831
13578,40S F,20180831
13604,30S F,20180831
13608,30S M,20180831
13625,30S M,20180831
13709,30S F,20180831
13740,30S F,20180831
13744,40S M,20180831
13800,40S F,20180831
13864,40S F,20180831
13946,50S M,20180831
13999,50S M,20180831
14010,50S M,20180831
14139,20S F,20180831
14175,30S F,20180831
14337,30S F,20180831
14359,20S M,20180831
14364,20S M,20180831
14394,30S F,20180831
14466,30S F,20180831
14594,40S M,20180831
14605,40S F,20180831
14638,50S M,20180831
14766,40S F,20180831
14893,50S M,20180831
14983,50S M,20180831
14988,30S F,20180831
15162,40S M,20180831
15198,30S F,20180831
15251,30S F,20180831
15324,30S F,20180831
15326,50S M,20180831
15374,40S M,20180831
15409,40S F,20180831
15454,30S F,20180831
15579,40S F,20180831
15586,50S M,20180831
15613,50S M,20180831
15624,30S M,20180831
15700,30S F,20180831
15792,50S M,20180831
15807,30S F,20180831
15951,30S M,20180831
16042,30S M,20180831
16056,20S M,20180831
16158,30S F,20180831
16304,30S M,20180831
16312,50S M,20180831
16322,30S F,20180831
16426,30S M,20180831
16458,40S F,20180831
16499,20S F,20180831
16506,30S M,20180831
16513,20S M,20180831
16546,40S M,20180831
16636,30S F,20180831
16641,40S F,20180831
16648,30S F,20180831
16653,40S F,20180831
16660,30S F,20180831
16665,30S M,20180831
16785,40S F,20180831
16839,50S M,20180831
16918,40S M,20180831
16967,30S F,20180831
16968,40S M,20180831
16996,30S M,20180831
17012,30S F,20180831
17038,50S M,20180831
17088,30S F,20180831
17089,20S F,20180831
17143,30S F,20180831
17307,40S M,20180831
17312,30S F,20180831
17323,30S M,20180831
17573,40S M,20180831
17607,20S F,20180831
17730,30S M,20180831
17733,50S M,20180831
17760,20S M,20180831
17816,40S F,20180831
17904,40S M,20180831
17921,20S F,20180831
17951,30S M,20180831
18163,40S M,20180831
18164,50S M,20180831
18168,50S M,20180831
18193,30S F,20180831
18223,30S F,20180831
18269,30S M,20180831
18280,50S M,20180831
18282,20S F,20180831
18354,50S M,20180831
18519,30S F,20180831
18531,50S M,20180831
18549,30S M,20180831
18586,20S M,20180831
18592,30S F,20180831
18615,20S F,20180831
18695,30S M,20180831
18764,40S M,20180831
18852,30S M,20180831
19018,20S M,20180831
19033,30S F,20180831
19036,40S F,20180831
00051,50S M,20180831
00054,30S M,20180831
00057,30S M,20180831
00121,30S F,20180831
00173,40S F,20180831
00388,30S F,20180831
00432,30S F,20180831
00471,30S M,20180831
00606,30S M,20180831
00634,30S F,20180831
00704,20S M,20180831
00729,20S M,20180831
00795,20S F,20180831
00831,30S F,20180831
00926,50S M,20180831
00986,30S F,20180831
01006,20S M,20180831
01060,30S F,20180831
01117,20S M,20180831
01175,50S M,20180831
01266,30S M,20180831
01308,50S M,20180831
01345,40S F,20180831
01603,30S M,20180831
01676,40S M,20180831
01772,20S M,20180831
01792,30S M,20180831
01819,40S F,20180831
01891,40S M,20180831
01894,40S M,20180831
01925,30S M,20180831
01931,30S F,20180831
01960,40S M,20180831
01991,30S M,20180831
02023,50S M,20180831
02089,50S M,20180831
02106,30S M,20180831
02107,40S F,20180831
02184,30S M,20180831
02188,30S F,20180831
02217,40S M,20180831
02228,30S M,20180831
02257,30S M,20180831
02266,30S M,20180831
02342,50S M,20180831
02347,20S M,20180831
02374,40S M,20180831
02487,30S F,20180831
02543,30S F,20180831
02567,40S F,20180831
02574,30S M,20180831
02584,50S M,20180831
02663,20S M,20180831
02701,50S M,20180831
02782,20S M,20180831
02815,30S F,20180831
02820,20S M,20180831
02833,30S F,20180831
02923,30S M,20180831
03062,20S F,20180831
03096,30S M,20180831
03098,50S M,20180831
03131,30S F,20180831
03143,50S M,20180831
03209,40S M,20180831
03250,30S F,20180831
03371,30S M,20180831
03373,30S F,20180831
03508,30S F,20180831
03587,40S M,20180831
03624,30S F,20180831
03674,20S M,20180831
03690,30S F,20180831
03743,30S M,20180831
03744,20S M,20180831
03816,30S M,20180831
03991,40S M,20180831
04017,20S M,20180831
04023,30S F,20180831
04103,30S F,20180831
04240,40S M,20180831
04259,20S M,20180831
04304,30S F,20180831
04314,30S F,20180831
04334,40S M,20180831
04337,20S F,20180831
04353,30S F,20180831
04512,30S F,20180831
04763,30S M,20180831
04764,50S M,20180831
04775,20S M,20180831
04803,40S M,20180831
04923,20S M,20180831
04951,30S M,20180831
04990,40S F,20180831
05037,50S M,20180831
05041,40S F,20180831
05043,30S F,20180831
05086,50S M,20180831
05160,40S F,20180831
05180,30S F,20180831
05203,30S F,20180831
05235,30S F,20180831
05388,30S M,20180831
05403,20S F,20180831
05429,50S M,20180831
05538,30S F,20180831
05544,30S F,20180831
05580,40S M,20180831
05590,40S M,20180831
05680,30S M,20180831
05716,20S F,20180831
05732,30S M,20180831
05754,20S F,20180831
05778,20S F,20180831
05794,30S M,20180831
05823,30S F,20180831
05835,40S F,20180831
05840,30S M,20180831
05917,30S F,20180831
05961,50S M,20180831
06005,20S F,20180831
06149,40S M,20180831
06180,40S M,20180831
06216,50S M,20180831
06256,40S M,20180831
06274,30S F,20180831
06312,30S F,20180831
06314,30S F,20180831
06333,40S F,20180831
06413,40S M,20180831
06427,50S M,20180831
06433,30S M,20180831
06467,20S M,20180831
06508,20S M,20180831
06520,30S F,20180831
06527,40S M,20180831
06586,40S M,20180831
06625,30S F,20180831
06652,30S F,20180831
06653,30S F,20180831
06746,30S M,20180831
06756,20S F,20180831
06776,40S M,20180831
06842,50S M,20180831
06897,30S M,20180831
06905,20S M,20180831
06922,30S F,20180831
06964,40S M,20180831
06997,30S M,20180831
07103,40S M,20180831
07187,20S F,20180831
07268,30S M,20180831
07325,40S F,20180831
07452,30S F,20180831
07490,20S M,20180831
07529,20S M,20180831
07561,40S M,20180831
07618,50S M,20180831
07665,50S M,20180831
07752,20S M,20180831
07760,30S M,20180831
07775,30S M,20180831
07800,40S M,20180831
07913,50S M,20180831
08123,50S M,20180831
08129,20S F,20180831
08142,20S M,20180831
08212,50S M,20180831
08236,30S F,20180831
08292,30S M,20180831
08389,40S M,20180831
08407,20S M,20180831
08411,20S M,20180831
08566,30S F,20180831
08592,40S M,20180831
08638,20S F,20180831
08643,20S M,20180831
08662,50S M,20180831
08735,40S M,20180831
08841,40S F,20180831
08881,30S M,20180831
08996,30S M,20180831
08999,30S F,20180831
09013,50S M,20180831
09045,50S M,20180831
09055,40S F,20180831
09274,30S F,20180831
09292,20S M,20180831
09422,30S M,20180831
09503,50S M,20180831
09586,20S M,20180831
09588,30S F,20180831
09606,20S M,20180831
09652,30S F,20180831
09677,30S M,20180831
09702,30S M,20180831
09757,30S M,20180831
09799,20S F,20180831
09806,40S F,20180831
09828,50S M,20180831
09859,40S F,20180831
09962,30S M,20180831
09963,40S M,20180831
10088,30S F,20180831
10124,30S F,20180831
10168,20S F,20180831
10235,30S F,20180831
10318,30S F,20180831
10328,30S M,20180831
10469,40S M,20180831
10502,40S F,20180831
10519,40S M,20180831
10545,30S M,20180831
10577,30S F,20180831
10591,50S M,20180831
10620,30S F,20180831
10635,30S F,20180831
10680,20S F,20180831
10719,50S M,20180831
10733,30S F,20180831
10798,40S F,20180831
10887,20S M,20180831
11030,40S M,20180831
11055,30S F,20180831
11107,30S M,20180831
11112,50S M,20180831
11201,50S M,20180831
11225,20S M,20180831
11234,40S M,20180831
11253,40S M,20180831
11327,30S F,20180831
11334,30S M,20180831
11385,30S F,20180831
11440,30S M,20180831
11481,30S F,20180831
11523,30S M,20180831
11524,30S F,20180831
11643,30S F,20180831
11670,30S F,20180831
11673,30S M,20180831
11743,20S F,20180831
11826,30S F,20180831
11859,50S M,20180831
11911,30S M,20180831
11963,30S F,20180831
11971,50S M,20180831
11985,30S M,20180831
12011,40S F,20180831
12063,50S M,20180831
12086,30S F,20180831
12097,40S M,20180831
12117,40S M,20180831
12182,50S M,20180831
12223,20S M,20180831
12259,30S F,20180831
12382,30S M,20180831
12496,30S M,20180831
12535,20S M,20180831
12536,30S M,20180831
12607,50S M,20180831
12617,20S F,20180831
12625,30S M,20180831
12773,30S F,20180831
12823,40S M,20180831
12885,50S M,20180831
12886,30S F,20180831
13066,50S M,20180831
13111,30S M,20180831
13163,30S F,20180831
13171,20S M,20180831
13280,30S F,20180831
13325,20S M,20180831
13332,30S F,20180831
13446,40S F,20180831
13496,20S F,20180831
13505,30S F,20180831
13554,20S M,20180831
13563,50S M,20180831
13577,20S M,20180831
13602,30S M,20180831
13609,40S F,20180831
13627,30S F,20180831
13655,50S M,20180831
13790,30S F,20180831
13847,30S F,20180831
13856,40S F,20180831
13892,40S F,20180831
14048,40S F,20180831
14181,30S F,20180831
14259,30S M,20180831
14329,20S F,20180831
14412,20S F,20180831
14433,30S M,20180831
14479,40S F,20180831
14486,30S F,20180831
14502,40S F,20180831
14544,30S M,20180831
14555,40S F,20180831
14643,30S M,20180831
14673,40S F,20180831
14690,40S F,20180831
14701,30S M,20180831
14773,30S F,20180831
14783,20S F,20180831
14809,30S F,20180831
14922,50S M,20180831
14958,30S M,20180831
14960,50S M,20180831
14973,30S M,20180831
14997,30S M,20180831
15005,30S M,20180831
15124,50S M,20180831
15161,30S M,20180831
15191,30S M,20180831
15281,30S F,20180831
15309,20S F,20180831
15310,30S F,20180831
15425,30S F,20180831
15460,30S M,20180831
15539,40S F,20180831
15650,30S F,20180831
15651,30S M,20180831
15666,30S F,20180831
15763,20S M,20180831
15780,30S M,20180831
15828,40S M,20180831
15832,20S F,20180831
15879,50S M,20180831
15943,50S M,20180831
16009,30S F,20180831
16018,30S F,20180831
16028,40S F,20180831
16029,30S F,20180831
16064,40S F,20180831
16110,40S M,20180831
16116,30S F,20180831
16179,40S F,20180831
16356,50S M,20180831
16457,40S M,20180831
16497,50S M,20180831
16545,30S M,20180831
16639,30S F,20180831
16645,20S M,20180831
16703,20S M,20180831
16735,40S M,20180831
16745,50S M,20180831
16748,40S M,20180831
16765,30S F,20180831
16767,40S F,20180831
16857,50S M,20180831
16868,30S F,20180831
16869,40S F,20180831
16876,20S M,20180831
16877,30S F,20180831
16901,50S M,20180831
16957,30S M,20180831
16963,40S M,20180831
17046,30S F,20180831
17047,30S F,20180831
17051,20S M,20180831
17107,20S F,20180831
17119,30S M,20180831
17180,30S F,20180831
17195,20S M,20180831
17238,50S M,20180831
17257,40S F,20180831
17434,40S M,20180831
17480,30S M,20180831
17489,40S M,20180831
17552,30S F,20180831
17595,30S M,20180831
17670,20S M,20180831
17809,50S M,20180831
17810,40S M,20180831
17844,20S M,20180831
17853,30S F,20180831
17864,20S F,20180831
17909,40S M,20180831
17922,50S M,20180831
17932,20S M,20180831
17961,30S F,20180831
18005,40S F,20180831
18073,30S F,20180831
18104,40S F,20180831
18141,40S M,20180831
18188,40S F,20180831
18216,50S M,20180831
18222,40S M,20180831
18445,40S F,20180831
18533,50S M,20180831
18537,50S M,20180831
18557,30S M,20180831
18697,30S F,20180831
18710,20S F,20180831
18775,30S F,20180831
18818,50S M,20180831
18976,30S F,20180831
19009,30S F,20180831
19030,40S F,20180831
19037,40S M,20180831
19058,20S M,20180831
19099,20S M,20180831
19100,30S F,20180831
00018,20S F,20180831
00088,40S M,20180831
00114,20S F,20180831
00208,30S F,20180831
00282,30S F,20180831
00423,40S M,20180831
00427,30S F,20180831
00567,40S F,20180831
00660,40S F,20180831
00673,40S M,20180831
00740,30S M,20180831
00801,40S M,20180831
00817,30S F,20180831
00867,40S F,20180831
00938,50S M,20180831
00994,30S M,20180831
01042,20S M,20180831
01070,40S F,20180831
01155,30S F,20180831
01258,40S F,20180831
01259,30S F,20180831
01356,30S M,20180831
01371,40S M,20180831
01587,30S F,20180831
01594,30S M,20180831
01614,30S F,20180831
01696,30S F,20180831
01725,30S M,20180831
01739,50S M,20180831
01754,30S F,20180831
01850,50S M,20180831
01854,50S M,20180831
02029,30S F,20180831
02153,20S M,20180831
02154,30S F,20180831
02155,30S F,20180831
02180,40S M,20180831
02343,30S M,20180831
02350,40S M,20180831
02398,40S M,20180831
02462,40S F,20180831
02488,50S M,20180831
02603,30S M,20180831
02769,30S M,20180831
02856,30S M,20180831
02859,20S F,20180831
02878,40S M,20180831
03075,50S M,20180831
03085,30S M,20180831
03195,30S F,20180831
03202,20S F,20180831
03204,40S F,20180831
03221,30S M,20180831
03322,40S F,20180831
03338,30S M,20180831
03382,50S M,20180831
03409,30S M,20180831
03429,20S F,20180831
03459,40S M,20180831
03476,20S F,20180831
03479,40S F,20180831
03498,20S M,20180831
03608,20S M,20180831
03655,40S F,20180831
03671,40S M,20180831
03760,40S F,20180831
03860,40S M,20180831
03876,50S M,20180831
03903,30S F,20180831
03936,30S F,20180831
03967,30S F,20180831
04048,30S F,20180831
04061,50S M,20180831
04062,40S F,20180831
04075,30S M,20180831
04148,50S M,20180831
04183,20S F,20180831
04188,30S F,20180831
04226,20S F,20180831
04249,30S M,20180831
04269,30S M,20180831
04274,30S F,20180831
04335,40S M,20180831
04432,30S F,20180831
04462,40S F,20180831
04500,30S M,20180831
04584,30S M,20180831
04621,20S F,20180831
04634,20S M,20180831
04661,30S F,20180831
04708,30S F,20180831
04769,30S F,20180831
04806,50S M,20180831
04895,50S M,20180831
04945,20S F,20180831
04955,40S F,20180831
04970,20S M,20180831
04980,30S F,20180831
05007,30S F,20180831
05030,20S F,20180831
05073,30S F,20180831
05087,30S M,20180831
05146,40S F,20180831
05248,30S F,20180831
05251,40S M,20180831
05366,40S F,20180831
05372,40S M,20180831
05479,40S F,20180831
05490,30S F,20180831
05499,40S M,20180831
05747,50S M,20180831
05771,30S F,20180831
05930,50S M,20180831
06016,30S F,20180831
06062,30S F,20180831
06115,20S M,20180831
06120,30S F,20180831
06145,40S M,20180831
06155,50S M,20180831
06156,30S M,20180831
06201,40S M,20180831
06218,30S F,20180831
06264,40S M,20180831
06308,30S F,20180831
06466,40S F,20180831
06492,30S F,20180831
06496,30S F,20180831
06580,40S F,20180831
06633,20S M,20180831
06661,40S F,20180831
06740,30S M,20180831
06750,30S M,20180831
06777,30S M,20180831
06872,40S F,20180831
06923,30S M,20180831
06963,40S M,20180831
06969,30S F,20180831
07043,50S M,20180831
07113,30S M,20180831
07233,40S F,20180831
07244,50S M,20180831
07339,30S F,20180831
07340,30S F,20180831
07353,30S M,20180831
07380,30S M,20180831
07387,30S F,20180831
07421,30S F,20180831
07489,40S F,20180831
07587,50S M,20180831
07644,40S M,20180831
07677,30S M,20180831
07797,30S F,20180831
07822,50S M,20180831
07840,30S M,20180831
07887,30S F,20180831
07924,40S F,20180831
08014,40S M,20180831
08049,30S F,20180831
08144,20S F,20180831
08374,40S M,20180831
08422,30S F,20180831
08699,50S M,20180831
08733,30S M,20180831
08772,40S M,20180831
08780,30S M,20180831
08833,30S F,20180831
09014,40S M,20180831
09048,50S M,20180831
09064,30S F,20180831
09082,40S M,20180831
09108,30S F,20180831
09162,30S F,20180831
09310,40S M,20180831
09329,40S M,20180831
09370,40S M,20180831
09383,30S F,20180831
09399,30S M,20180831
09475,40S M,20180831
09557,30S M,20180831
09568,30S M,20180831
09626,50S M,20180831
09686,20S F,20180831
09697,30S F,20180831
09915,40S F,20180831
09952,40S F,20180831
09986,20S F,20180831
09998,40S M,20180831
10081,40S M,20180831
10087,30S M,20180831
10093,40S F,20180831
10115,40S M,20180831
10262,50S M,20180831
10268,40S F,20180831
10271,20S M,20180831
10385,30S F,20180831
10413,40S M,20180831
10419,40S F,20180831
10451,40S M,20180831
10487,30S M,20180831
10633,20S M,20180831
10666,50S M,20180831
10734,40S F,20180831
10737,30S F,20180831
10761,40S M,20180831
10786,30S F,20180831
10820,20S F,20180831
10825,40S M,20180831
10888,20S F,20180831
10890,20S F,20180831
10905,20S M,20180831
10927,50S M,20180831
10945,40S M,20180831
10952,50S M,20180831
10975,20S F,20180831
10976,20S M,20180831
11006,20S M,20180831
11083,40S F,20180831
11156,30S M,20180831
11323,30S F,20180831
11548,30S F,20180831
11598,30S F,20180831
11626,30S F,20180831
11683,20S F,20180831
11725,30S F,20180831
11744,20S M,20180831
11756,30S F,20180831
11830,30S F,20180831
11861,20S M,20180831
11880,50S M,20180831
11957,20S M,20180831
11968,40S M,20180831
11980,30S F,20180831
12072,20S M,20180831
12107,50S M,20180831
12221,50S M,20180831
12226,40S F,20180831
12265,30S M,20180831
12307,40S M,20180831
12310,30S M,20180831
12333,30S M,20180831
12467,30S M,20180831
12613,40S F,20180831
12628,30S M,20180831
12631,20S F,20180831
12667,20S M,20180831
12842,20S F,20180831
12984,30S M,20180831
12995,40S M,20180831
13021,40S M,20180831
13120,40S M,20180831
13131,30S F,20180831
13154,30S F,20180831
13158,30S M,20180831
13160,20S M,20180831
13180,40S F,20180831
13187,40S F,20180831
13205,40S F,20180831
13272,50S M,20180831
13331,30S F,20180831
13369,30S M,20180831
13411,30S M,20180831
13449,50S M,20180831
13612,40S F,20180831
13635,20S F,20180831
13652,30S F,20180831
13696,40S M,20180831
13710,40S F,20180831
13777,40S F,20180831
13872,20S F,20180831
13901,50S M,20180831
14016,50S M,20180831
14021,20S M,20180831
14033,30S F,20180831
14114,40S F,20180831
14126,30S M,20180831
14134,40S M,20180831
14204,30S M,20180831
14236,40S M,20180831
14271,30S F,20180831
14288,30S F,20180831
14323,30S M,20180831
14385,30S F,20180831
14417,40S F,20180831
14435,40S M,20180831
14455,50S M,20180831
14501,50S M,20180831
14536,40S M,20180831
14565,40S M,20180831
14624,30S F,20180831
14683,40S F,20180831
14700,40S M,20180831
14710,40S M,20180831
14753,40S M,20180831
14765,40S F,20180831
14824,30S M,20180831
14914,30S F,20180831
14930,30S M,20180831
14944,40S F,20180831
15022,50S M,20180831
15089,30S F,20180831
15118,50S M,20180831
15137,30S F,20180831
15140,20S F,20180831
15228,30S F,20180831
15267,50S M,20180831
15328,30S M,20180831
15361,50S M,20180831
15368,40S M,20180831
15378,20S F,20180831
15403,20S M,20180831
15456,50S M,20180831
15478,40S F,20180831
15507,30S M,20180831
15657,30S F,20180831
15658,50S M,20180831
15704,30S F,20180831
15770,40S F,20180831
15804,20S F,20180831
15848,40S M,20180831
15858,30S M,20180831
15892,40S M,20180831
15935,40S F,20180831
15957,30S M,20180831
15973,40S M,20180831
16082,20S F,20180831
16128,30S M,20180831
16154,30S M,20180831
16386,40S M,20180831
16394,30S F,20180831
16520,40S F,20180831
16544,30S M,20180831
16589,30S M,20180831
16595,40S F,20180831
16597,50S M,20180831
16668,40S F,20180831
16778,20S M,20180831
16794,20S F,20180831
16811,40S F,20180831
16892,40S F,20180831
16906,40S F,20180831
16917,30S F,20180831
16983,40S F,20180831
17005,30S F,20180831
17031,30S M,20180831
17094,40S M,20180831
17114,30S F,20180831
17189,20S F,20180831
17193,20S F,20180831
17214,50S M,20180831
17286,40S M,20180831
17341,40S F,20180831
17384,40S M,20180831
17396,50S M,20180831
17402,30S F,20180831
17407,30S F,20180831
17451,30S F,20180831
17562,30S F,20180831
17569,40S M,20180831
17621,50S M,20180831
17634,30S M,20180831
17734,50S M,20180831
17737,20S F,20180831
17771,20S M,20180831
17794,40S F,20180831
18000,30S F,20180831
18065,40S M,20180831
18113,30S F,20180831
18179,30S M,20180831
18283,40S F,20180831
18428,30S F,20180831
18475,30S F,20180831
18526,20S M,20180831
18548,30S M,20180831
18551,20S M,20180831
18641,40S F,20180831
18676,50S M,20180831
18684,30S F,20180831
18749,50S M,20180831
18757,20S F,20180831
18784,20S F,20180831
18792,30S M,20180831
18801,40S M,20180831
18837,50S M,20180831
18840,50S M,20180831
18908,30S F,20180831
18916,40S M,20180831
18923,40S M,20180831
18924,40S F,20180831
18960,30S M,20180831
18982,40S F,20180831
19016,40S M,20180831
19085,30S M,20180831
19111,40S F,20180831
00029,30S F,20180831
00090,30S M,20180831
00150,30S F,20180831
00153,20S F,20180831
00207,30S F,20180831
00221,20S F,20180831
00332,30S M,20180831
00400,30S F,20180831
00438,40S F,20180831
00545,30S M,20180831
00599,30S F,20180831
00665,30S F,20180831
00684,20S F,20180831
00685,30S F,20180831
00700,30S F,20180831
00708,30S M,20180831
00750,20S M,20180831
00777,20S M,20180831
00822,50S M,20180831
00868,20S F,20180831
00946,30S M,20180831
01145,30S F,20180831
01201,30S M,20180831
01225,30S M,20180831
01334,20S M,20180831
01435,40S F,20180831
01470,30S M,20180831
01487,30S F,20180831
01517,30S F,20180831
01542,40S M,20180831
01569,20S M,20180831
01573,50S M,20180831
01673,40S F,20180831
01783,30S F,20180831
01856,30S F,20180831
01860,30S M,20180831
01903,30S M,20180831
01967,40S M,20180831
02236,20S F,20180831
02319,40S M,20180831
02368,20S M,20180831
02409,40S M,20180831
02490,50S M,20180831
02575,40S M,20180831
02677,30S F,20180831
02685,20S F,20180831
02688,30S F,20180831
02766,30S M,20180831
02801,20S M,20180831
02811,20S F,20180831
02935,30S F,20180831
02943,20S F,20180831
02998,30S M,20180831
03059,40S M,20180831
03079,50S M,20180831
03103,40S M,20180831
03403,20S F,20180831
03472,30S F,20180831
03484,40S F,20180831
03634,30S F,20180831
03660,30S F,20180831
03726,20S F,20180831
03765,40S F,20180831
03846,30S F,20180831
03979,20S M,20180831
04025,20S F,20180831
04060,20S F,20180831
04078,30S M,20180831
04090,30S M,20180831
04252,40S F,20180831
04288,30S M,20180831
04293,50S M,20180831
04297,30S M,20180831
04396,30S F,20180831
04606,30S M,20180831
04646,30S F,20180831
04653,30S F,20180831
04678,50S M,20180831
04802,30S M,20180831
04929,50S M,20180831
05060,50S M,20180831
05118,40S M,20180831
05215,30S M,20180831
05239,30S F,20180831
05285,50S M,20180831
05333,50S M,20180831
05443,30S F,20180831
05498,30S M,20180831
05509,20S F,20180831
05592,30S M,20180831
05596,50S M,20180831
05658,30S F,20180831
05724,30S M,20180831
05808,30S M,20180831
05836,30S M,20180831
05907,50S M,20180831
05919,50S M,20180831
05972,30S F,20180831
05997,40S M,20180831
06197,50S M,20180831
06245,20S M,20180831
06268,20S M,20180831
06270,30S F,20180831
06297,20S M,20180831
06412,50S M,20180831
06443,50S M,20180831
06464,30S M,20180831
06506,30S M,20180831
06521,30S F,20180831
06553,40S M,20180831
06579,30S M,20180831
06584,50S M,20180831
06624,30S F,20180831
06673,30S F,20180831
06686,30S F,20180831
06704,20S F,20180831
06719,40S F,20180831
06774,30S M,20180831
06775,40S M,20180831
07010,30S M,20180831
07015,20S F,20180831
07027,30S F,20180831
07067,20S F,20180831
07162,20S M,20180831
07191,30S F,20180831
07261,30S F,20180831
07326,30S M,20180831
07357,50S M,20180831
07368,40S M,20180831
07394,40S F,20180831
07426,20S F,20180831
07473,40S M,20180831
07647,20S M,20180831
07789,30S F,20180831
07809,30S F,20180831
07813,30S F,20180831
07960,50S M,20180831
08078,50S M,20180831
08288,30S F,20180831
08312,50S M,20180831
08350,50S M,20180831
08412,20S F,20180831
08471,30S M,20180831
08525,50S M,20180831
08577,50S M,20180831
08578,30S F,20180831
08632,20S M,20180831
08718,30S F,20180831
08824,40S M,20180831
08864,40S M,20180831
08895,30S F,20180831
08910,30S F,20180831
08946,20S M,20180831
08985,40S F,20180831
09029,30S M,20180831
09262,50S M,20180831
09270,30S M,20180831
09298,20S M,20180831
09433,30S M,20180831
09540,30S F,20180831
09635,20S M,20180831
09641,40S F,20180831
09699,20S F,20180831
09773,20S M,20180831
09902,30S M,20180831
09929,30S M,20180831
09942,20S F,20180831
09985,50S M,20180831
10033,30S M,20180831
10044,20S F,20180831
10054,40S F,20180831
10069,20S M,20180831
10072,30S M,20180831
10310,30S M,20180831
10330,20S M,20180831
10355,20S M,20180831
10417,20S F,20180831
10547,20S M,20180831
10693,50S M,20180831
10727,30S F,20180831
10787,30S F,20180831
10799,40S M,20180831
10827,40S F,20180831
10930,40S F,20180831
10941,40S M,20180831
10943,30S F,20180831
10944,50S M,20180831
10979,40S F,20180831
11064,30S F,20180831
11178,50S M,20180831
11208,30S M,20180831
11262,30S M,20180831
11307,20S M,20180831
11403,40S M,20180831
11426,40S M,20180831
11443,40S F,20180831
11597,20S F,20180831
11627,20S M,20180831
11632,40S F,20180831
11689,30S F,20180831
11698,40S F,20180831
11734,30S F,20180831
11804,40S M,20180831
11842,30S F,20180831
12009,30S F,20180831
12018,50S M,20180831
12043,20S M,20180831
12152,30S M,20180831
12187,40S F,20180831
12227,40S F,20180831
12305,40S F,20180831
12343,20S M,20180831
12427,20S M,20180831
12442,30S F,20180831
12489,30S F,20180831
12579,50S M,20180831
12645,30S M,20180831
12666,50S M,20180831
12735,40S M,20180831
12751,40S F,20180831
12930,40S M,20180831
12946,50S M,20180831
12988,30S F,20180831
12996,20S F,20180831
12998,50S M,20180831
13019,30S M,20180831
13026,40S M,20180831
13124,30S F,20180831
13181,40S F,20180831
13197,30S M,20180831
13201,30S M,20180831
13256,40S M,20180831
13263,30S F,20180831
13307,30S F,20180831
13308,40S M,20180831
13341,40S F,20180831
13349,50S M,20180831
13355,20S F,20180831
13386,30S F,20180831
13409,30S F,20180831
13430,30S F,20180831
13436,50S M,20180831
13478,20S M,20180831
13504,40S F,20180831
13510,20S M,20180831
13527,20S M,20180831
13535,20S M,20180831
13669,30S M,20180831
13749,50S M,20180831
13807,30S M,20180831
13823,30S M,20180831
13874,30S F,20180831
13941,40S F,20180831
14018,30S M,20180831
14034,30S F,20180831
14070,30S F,20180831
14085,30S F,20180831
14214,30S F,20180831
14256,30S F,20180831
14258,40S F,20180831
14268,40S F,20180831
14317,20S M,20180831
14406,20S F,20180831
14418,20S M,20180831
14442,40S F,20180831
14472,50S M,20180831
14491,40S F,20180831
14506,40S M,20180831
14541,30S F,20180831
14740,30S M,20180831
14767,30S F,20180831
14778,20S M,20180831
14788,30S F,20180831
14807,30S F,20180831
14873,50S M,20180831
14951,20S M,20180831
15054,30S F,20180831
15102,40S F,20180831
15110,50S M,20180831
15150,30S M,20180831
15187,40S F,20180831
15196,20S M,20180831
15200,20S F,20180831
15238,20S F,20180831
15289,20S F,20180831
15295,30S F,20180831
15302,50S M,20180831
15359,40S M,20180831
15387,30S F,20180831
15395,40S F,20180831
15399,50S M,20180831
15421,20S F,20180831
15486,20S F,20180831
15516,30S F,20180831
15557,30S F,20180831
15580,30S F,20180831
15590,30S F,20180831
15672,30S F,20180831
15720,20S F,20180831
15742,30S F,20180831
15759,30S M,20180831
15798,30S F,20180831
15813,20S F,20180831
15825,50S M,20180831
15839,30S F,20180831
16061,20S M,20180831
16068,40S F,20180831
16107,40S F,20180831
16119,30S M,20180831
16176,20S M,20180831
16228,20S F,20180831
16272,30S F,20180831
16317,30S F,20180831
16391,30S F,20180831
16482,30S F,20180831
16505,30S M,20180831
16510,30S F,20180831
16523,40S F,20180831
16551,30S F,20180831
16621,30S F,20180831
16627,30S M,20180831
16672,30S M,20180831
16691,30S M,20180831
16739,40S F,20180831
16829,50S M,20180831
16880,30S F,20180831
16886,30S M,20180831
16889,40S M,20180831
16912,40S M,20180831
16993,30S F,20180831
16998,50S M,20180831
17003,40S M,20180831
17041,40S F,20180831
17045,40S F,20180831
17062,30S F,20180831
17113,30S M,20180831
17123,40S F,20180831
17202,30S F,20180831
17227,20S F,20180831
17276,30S M,20180831
17298,50S M,20180831
17317,30S F,20180831
17337,30S F,20180831
17347,50S M,20180831
