Defect,Para01,Para02,Para03,Para04,Para05,Para06,Para07,Para08,Para09,Para10,Para11,Para12,Para13,Para14,Para15,Para16,Para17,Para18,Para19,Para20,Para21,Para22,Para23,Para24,Para25,Para26,Para27,Para28,Para29,Para30,Para31,Para32,Para33,Para34,Para35,Para36,Para37,Para38,Para39,Para40,Para41,Para42,Para43,Para44,Para45,Para46,Para47,Para48,Para49,Para50,Para51,Para52,Para53,Para54,Para55,Para56,Para57,Para58,Para59,Para60,Para61,Para62,Para63,Para64,Para65,Para66,Para67,Para68,Para69,Para70,Para71
OK,20.52,114.57,51.61,13.44,92.9,11.46,19.29,124.22,11.48,22.94,95.26,11.59,14.52,119.3,11.59,20.8,99.03,11.57,25.03,57.86,0.2204,12.87,108.08,-511.5,25.79,150.57,-35.15,16.46,70.76,0.064,16.31,106.07,0.064,28.04,90.86,0.066,29.49,114.29,0.121,11.1,86.01,0.042,12.75,118.17,0.595,24.59,111.36,0.195,27.32,66.77,0.37,21.25,118.41,0.202,12.95,111.09,0.247,11.03,118.53,23.16,13.59,100,23.21,29.86,78.46,23.3,24.81,97.07,23.18,21.12,22.45
OK,26.52,96.26,51.42,26.52,108.03,11.46,25.61,120.11,11.48,15.65,94.7,11.61,22.92,112.82,11.61,14.41,114.94,11.6,10.53,126.05,0.2202,29,126.29,-578.03,28.73,94.12,-118.244,23.01,82.93,0.076,16.58,130.06,0.084,26.66,76.39,0.059,25.25,79.88,0.128,13.12,81.71,0.081,15.34,103.55,0.543,25.9,93.27,0.229,12.24,111.12,0.479,26.98,77.75,0.22,25.38,125.99,0.306,19.5,116.91,23.17,14.5,97.26,23.24,25.31,81.62,23.29,13.44,127.43,23.14,12.46,22.48
OK,27.12,74.18,56.02,13.4,57,11.48,25.77,111.1,11.5,16.62,103.53,11.57,10.1,96.5,11.58,14.85,125.61,11.58,15.46,108.86,0.2207,28.43,89.6,-668.98,11.08,105.54,-116.599,28.86,84.85,0.059,27,87.89,0.079,14.29,70.23,0.054,29.45,67.7,0.135,14.8,89.14,0.084,21.21,127.36,0.546,28.46,116.64,0.227,18.43,95.66,0.378,13.2,124.83,0.168,28.45,100.76,0.267,19.69,81.53,23.16,26.08,125.18,23.22,18.71,121.54,23.29,26.36,137.54,23.17,11.49,22.47
OK,23.06,87.69,57.6,22.63,103.48,11.43,18.84,115.18,11.48,23.9,88.25,11.59,13.26,118.64,11.55,16.06,117.57,11.58,21.39,127,0.2202,11.27,116.81,-496.85,29.95,111.15,-82.222,27.57,111.07,0.054,28.62,84.85,0.069,10.37,131.2,0.069,12.02,127.56,0.116,11.74,143.64,0.089,23.42,93.21,0.539,10.13,125.9,0.163,23.71,101.57,0.521,17.63,115.04,0.215,13.91,134.7,0.269,19.31,93.58,23.14,25.12,94.5,23.22,23.5,119.27,23.3,24.08,102.42,23.14,27.88,22.43
OK,11.17,130.14,56.42,23.2,85,11.46,26.35,95.21,11.48,19.6,85.48,11.59,28.54,98.68,11.58,23.05,94.12,11.58,22.68,94.47,0.2201,28.04,35.75,-541.41,22.33,100.79,-135.563,10.82,115.63,0.056,13.56,91.29,0.069,21.61,97.65,0.071,15.22,103.66,0.138,14.72,92.68,0.066,24.8,132.61,0.457,18.1,97.57,0.215,25.9,112.38,0.484,27.05,72.69,0.2,23.29,106,0.279,15.58,105.54,23.22,24.28,105.15,23.25,20.34,104.17,23.32,11.9,94.75,23.15,15.91,22.47
OK,20.91,88.83,56.2,25.03,119.46,11.46,10.41,90.94,11.5,25.91,83.84,11.58,25.89,121.75,11.59,20.46,141.49,11.61,19.51,120.07,0.2203,25.13,112.95,-601.84,29.38,94.14,-139.775,17.04,99.52,0.061,17.73,149.02,0.076,11.26,103.68,0.089,22.46,95.63,0.126,15.94,136.81,0.084,26.62,101.71,0.541,28.7,126.78,0.16,13.53,102.42,0.593,25.71,83.36,0.195,14.56,106.11,0.279,26.24,55.73,23.16,26.71,99.35,23.22,15.21,90.64,23.3,16.83,94.26,23.15,15.05,22.46
OK,28.93,68.63,57.61,18.74,109.17,11.24,24.17,102.99,11.52,12.8,87.33,11.61,25.19,92.86,11.61,11.93,95.02,11.59,28.94,113.01,0.2203,26.7,79.93,-535.92,29.87,91.78,-88.593,27.32,97.23,0.059,14.43,112.81,0.074,29.17,97.61,0.061,16.65,78.58,0.116,15.9,72.49,0.064,12.53,102.56,0.442,17.1,92.46,0.197,29.25,130.58,0.378,14.21,98.82,0.227,22.41,122.29,0.242,20.84,102.56,23.17,14.73,119.91,23.22,13.73,129.78,23.32,13.89,75.53,23.15,24.92,22.45
OK,12.71,109.44,57.53,17.71,100.55,11.47,17.23,93.44,11.48,29.64,112.03,11.59,18.36,99.55,11.59,19.95,101.82,11.59,24.11,124.91,0.2206,26.25,119.7,-378.44,20.33,117.58,-127.597,16.21,115.62,0.054,16.6,114.02,0.066,13.85,91.22,0.096,19.49,89.51,0.143,29.74,104.61,0.064,28.94,93.46,0.637,16.76,77.14,0.227,11.13,106.91,0.417,11.24,84.31,0.18,10.18,108.95,0.291,11.31,118.21,23.18,25.95,104.66,23.2,23.17,155.43,23.3,17.6,112.8,23.14,20.77,22.44
OK,21.7,95.13,57.46,16.57,81.22,11.47,13.12,116.05,11.5,18.46,146.73,11.61,22.77,114.64,11.57,20.96,91.62,11.59,18.22,129.46,0.2202,22.79,90.47,-627.47,28.06,78.79,-150.413,14.04,149.99,0.069,23.68,107.41,0.061,22.58,87.91,0.051,10.36,102.84,0.138,12.76,101.86,0.061,20.62,72.07,0.479,19.4,71.44,0.212,11.15,97.19,0.326,12.01,125.9,0.234,10.87,92.82,0.244,28.41,147.1,23.17,19.34,130.49,23.25,16.13,109.02,23.35,19.52,118.33,23.16,29.13,22.45
OK,27.73,102.47,117.63,28.06,112.78,11.46,15.43,103.64,11.48,10.99,116.76,11.57,20.46,117.79,11.57,21.73,103,11.59,23.23,98.15,0.2204,24,105.17,-888.72,17.17,74,-108.429,22.61,109.75,0.061,29.24,105.01,0.076,29.41,110.53,0.096,27.3,116.78,0.071,22.53,95.77,0.037,17.49,110,0.311,11.04,83.23,0.301,29.15,116.73,0.341,19.11,67.25,0.21,19.6,119.1,0.264,21.84,128.57,23.18,26.92,111.32,23.21,15.9,98.38,23.31,21.14,75.58,23.19,21.49,22.45
OK,28,104.42,56.46,13.88,95.43,11.48,19.79,110.78,11.48,12.31,112.17,11.59,21.26,121.76,11.61,17.37,103.65,11.58,16.21,119.6,0.2202,22.35,103.46,-1154.85,23.52,86.7,-121.995,19.35,67.12,0.061,22.91,93.84,0.081,12.71,101.31,0.074,18.4,114.7,0.155,20.66,116.83,0.061,25.5,100.1,0.541,19.24,78.65,0.244,29.91,130.81,0.37,19.06,87.81,0.182,18.51,105.22,0.323,15.54,111.99,23.19,14.63,74.62,23.2,26.29,93.5,23.34,23.39,138.37,23.17,27.71,22.46
OK,28.59,95.96,56.5,17.26,119.58,11.48,25.61,94.28,11.52,20.27,116.59,11.57,11.06,96.08,11.61,20.59,82.28,11.63,19.87,83.83,0.2206,15.21,90.23,-659.83,20.39,110.48,-188.954,18.25,72.96,0.071,17.39,131.69,0.084,12.98,94.86,0.069,12.37,70.63,0.121,21.41,97.3,0.076,17.88,67.9,0.588,19.72,87.73,0.187,27.13,104.74,0.541,23.87,116.55,0.202,26.98,104.05,0.267,17.45,96.65,23.19,24.26,33.35,23.22,20.98,113.88,23.31,23.17,134.5,23.16,29.07,22.46
OK,20.75,132.46,56.42,12.95,76.95,11.49,13.65,94.51,11.48,14.93,75.29,11.58,11.41,135.91,11.58,14.64,117.22,11.59,26.64,82.46,0.2202,14.64,122.2,-945.49,28.64,158.23,-171.122,27.03,108.64,0.056,16.71,126.56,0.064,14.65,128.62,0.054,27.2,96.6,0.106,19.33,91.61,0.079,15.19,120.77,0.541,27.34,125.54,0.182,24.18,98.26,0.454,13.76,111.67,0.187,16.84,117.52,0.244,20.79,110.18,23.17,12.33,121.57,23.25,21.57,96.13,23.35,28.34,86.61,23.17,10.17,22.5
OK,12.26,110.38,56.3,21.71,111.04,11.51,29.54,132.9,11.56,19.31,88.52,11.59,24.5,99.6,11.59,10.92,99.18,11.59,25.6,121.18,0.2203,11.82,112.87,-942.44,25.02,104.75,-173.28,19.23,99.86,0.064,10.67,103.24,0.071,23.42,113.72,0.069,20.99,127.14,0.135,12.85,91.68,0.051,28.69,120.47,0.543,12.72,98.51,0.207,24.61,89.51,0.62,16.82,131.33,0.18,15.87,88.85,0.252,16.89,109.14,23.18,11.69,73.01,23.24,27.5,92.21,23.32,25.18,110.23,23.2,22.91,22.48
OK,25.93,98.88,56.28,25.7,49.55,11.46,28.46,102.48,11.5,11.06,105.98,11.59,25.95,126.17,11.55,10.34,106.27,11.59,11.44,76.79,0.2202,17.81,88.87,-660.44,16.31,81.35,-194.606,29.26,159.38,0.051,18.71,109.74,0.076,17.39,87.41,0.059,10.13,121.07,0.126,17.12,115.37,0.069,12.99,72.09,0.496,27.73,82.06,0.212,10.13,110.7,0.454,15.98,101.43,0.182,27.22,52.47,0.271,28.56,125.75,23.17,27.09,111.87,23.22,29.08,101.37,23.3,18.04,85.93,23.18,26.45,22.47
OK,15.11,70.87,57.08,25.51,95.22,11.46,25.29,65.38,11.5,15.4,74.48,11.57,17.19,85,11.61,13.3,91.49,11.61,29.14,80.26,0.2204,11.87,122.07,-735.51,27.46,79.09,-150.464,14.86,73.19,0.061,28.65,143.26,0.079,11.98,105.58,0.101,18.68,55.87,0.123,28.96,114.66,0.061,18.83,78.54,0.625,19.56,65.23,0.217,18.33,122.19,0.501,26.35,63.81,0.202,13.62,115.07,0.262,22.42,59.85,23.17,16.66,88.37,23.25,20.46,117.67,23.33,22.56,114.11,23.19,21.69,22.46
OK,16.08,83.91,56.52,12.04,97.81,11.48,25.1,108.93,11.48,16.64,110.68,11.57,11.65,119.68,11.58,10.27,126.24,11.61,16.69,133.97,0.2208,17.56,102.67,-1159.12,28.18,78.14,-186.179,18.27,116.91,0.064,24.24,90.52,0.069,21.69,140.27,0.061,20.68,71.68,0.135,23.94,75.06,0.059,12.59,104.42,0.472,11.86,96.47,0.239,22,64.82,0.422,11.85,68.23,0.205,21.01,116.81,0.279,16.61,75.74,23.17,22.56,124.64,23.21,22.66,81.83,23.36,18.88,110.68,23.17,21.49,22.48
OK,28.58,105.65,56.37,20.64,101.82,11.49,17.12,88.35,11.48,19.68,84.46,11.59,12.55,140.43,11.59,14.7,119.65,11.57,24.83,80.11,0.2204,17.64,124.48,-628.09,14.7,119.82,-199.489,29.22,80.01,0.049,27.56,89.09,0.071,28.4,61.88,0.086,11.37,86.86,0.113,11.38,134.65,0.069,26.48,118.32,0.625,12.35,58.56,0.182,17.05,100.31,0.477,27.06,73.88,0.178,19.34,106.38,0.259,26.2,101.21,23.19,13.97,84.83,23.21,25.29,82.19,23.31,11.05,108.39,23.17,15.12,22.47
OK,29.74,97.87,123.18,18.3,109.71,11.5,10.12,62.42,11.5,16.15,109.15,11.57,14.83,106.61,11.65,15.77,94.65,11.61,20.67,98.07,0.2202,14.3,71.28,-1106.02,21.99,87.91,-143.115,25.66,75.97,0.066,19.11,89.48,0.059,11.33,85.46,0.098,14.01,113.03,0.096,24.93,106.37,0.069,29.67,84.1,0.244,13.79,78.16,0.234,14.71,124.55,0.257,16.37,113.95,0.225,26.29,117.78,0.247,21.49,89.87,23.17,21.4,105.84,23.23,16.55,97.78,23.3,21.94,101.48,23.17,11.67,22.5
OK,13.36,86.19,57.07,10.03,130.3,11.48,12.02,97.07,11.5,28.64,99.75,11.61,21.13,86.6,11.61,25.93,129.94,11.57,22.88,79.33,0.2206,10.08,105.57,-933.28,21.59,68.18,-105.397,19.22,106.53,0.049,20.48,91.15,0.066,25.33,95.11,0.051,21.07,109.21,0.138,21.72,100.84,0.056,25.1,99.83,0.551,15.1,89.19,0.244,12.6,122.25,0.437,17.36,100.79,0.202,14.29,69.27,0.257,21.66,90.62,23.18,24.51,69.18,23.21,23.45,83.94,23.34,10.8,67.94,23.19,12.61,22.48
OK,29.34,94.57,57.01,15.93,130.99,11.5,28.01,85.23,11.5,28.77,112.13,11.59,11.12,89.13,11.58,19.53,82.77,11.59,24.25,112.88,0.2206,21.29,144.7,-544.46,22.14,105.6,-231.503,17.64,103.66,0.079,13.73,100.83,0.076,20.93,110.3,0.061,15.46,75.18,0.153,11.23,78.98,0.084,14.92,64.71,0.524,28.59,97.38,0.207,23.88,124.71,0.445,25.2,97.84,0.269,21.75,79.17,0.286,12.02,101.6,23.18,24.06,102.93,23.25,29.39,88.38,23.31,21.78,82.28,23.18,13.35,22.52
OK,18.02,90.07,59.12,10.32,121.02,11.46,20.44,104.94,11.48,22.28,111.88,11.58,17.72,116.81,11.57,26.64,89.55,11.61,13.79,133.63,0.2207,29.56,138.53,-631.75,18.43,104.87,-212.078,25.98,100.26,0.046,18.2,98.67,0.069,15.76,70.02,0.071,24.36,89.05,0.101,19.09,75.05,0.089,26.64,109.09,0.568,26.2,131.15,0.321,25.08,95.7,0.511,18.91,117.23,0.175,12.26,92.07,0.229,16.99,124.74,23.16,12.35,78.72,23.21,13.73,60.39,23.32,13.3,100.27,23.16,21.68,22.48
OK,12.01,57.91,56.12,19.61,90.53,11.46,28.44,96.28,11.46,28.12,114.2,11.58,26.06,81.71,11.58,18.37,129.57,11.57,24.45,110.18,0.2203,29.19,84.14,-647.01,25.71,117.1,-145.993,14.49,90.25,0.061,29.68,115.07,0.079,15.81,62.67,0.049,17.5,91.68,0.123,21.22,113.83,0.074,25.53,96.61,0.543,11.45,96.24,0.178,29.46,114.07,0.499,16.03,111.98,0.21,27.23,95.54,0.254,26.07,77.07,23.15,26.7,112.21,23.2,16.13,80.5,23.34,10.14,93.28,23.18,18.29,22.5
OK,21.52,61.99,57.56,20.89,123.72,11.48,27.18,76.34,11.46,22.41,128.03,11.59,19.51,70.33,11.59,26.4,103.74,11.57,13.87,137.09,0.2204,12.75,115.38,-1140.2,16.08,120.42,-148.717,14.18,113.72,0.064,18.57,94.59,0.069,14,83.58,0.059,20.14,137.92,0.123,22.4,110.83,0.071,26.43,145.65,0.576,13.54,116.6,0.182,11.2,93.54,0.422,22.42,106.45,0.234,11.36,69.21,0.276,22.01,99.69,23.18,21.63,61.58,23.24,11.36,96.54,23.38,28.31,102.73,23.18,25.35,22.49
OK,17.48,131.45,64.52,13.79,92.54,11.48,19.72,100.04,11.48,18.23,122.61,11.59,27.35,118.03,11.57,11.61,94.91,11.58,11.31,92.32,0.2204,29.83,103,-1170.72,29.05,135.99,-148.306,13.58,89.54,0.054,22.57,72.26,0.069,17.07,87.89,0.074,23.83,134.04,0.128,25.18,80.95,0.081,21.09,150.19,0.514,17.24,110.79,0.244,18.37,96.32,0.472,27.7,123.08,0.21,11.97,94.11,0.249,16.96,91.93,23.18,11.8,126.28,23.23,18.46,67.32,23.34,17.05,109.51,23.18,28.46,22.45
OK,16.87,145.79,56.38,14.14,97.11,11.47,19.87,114.78,11.48,18.16,92.32,11.57,21.25,120.36,11.65,16.72,86.42,11.61,29.67,131.13,0.2205,21.05,116.59,-636.63,17.31,105.91,-191.883,23.21,107.48,0.066,11.13,93.1,0.061,17.52,75.12,0.076,10.91,107.95,0.121,27.31,50.53,0.066,10.73,118.38,0.504,16.5,81.09,0.242,19.73,71.03,0.432,16.98,67.6,0.207,27.75,88.75,0.249,25.36,98.49,23.18,24.76,74.24,23.21,28.64,142.58,23.33,15.46,85.58,23.18,19.13,22.48
OK,15.8,124.69,56.17,14.03,92.04,11.49,23.99,83,11.5,27.92,101.09,11.59,28.99,95.77,11.57,15.5,87.74,11.59,16.94,114.86,0.2205,26.11,135.07,-621.98,27.92,99.69,-214.957,24.18,107.01,0.054,26.78,69.82,0.069,11.7,51.93,0.091,17.42,56.31,0.133,19.92,113.87,0.064,18.72,109.2,0.561,27.05,124.49,0.178,21.62,111.93,0.437,26.65,70.06,0.175,13.92,94.85,0.291,17.01,121.75,23.16,14.79,148.97,23.24,11.96,83.02,23.32,20.16,96.31,23.19,23.05,22.5
OK,24.7,112.59,56.64,22.49,119.47,11.5,14.01,114.46,11.5,24.05,131.84,11.57,17.51,107.54,11.59,27.2,96.79,11.59,21.54,76.72,0.22,29.3,95.98,-887.5,10.92,86.65,-163.003,29.46,124.48,0.056,17.69,64.66,0.064,26.29,83.54,0.074,15.6,101.63,0.135,24.06,128.45,0.064,10.93,123.53,0.509,13.03,139.63,0.165,16.15,112.27,0.462,24.68,69.25,0.18,23.39,99.63,0.249,18.61,65.23,23.18,17.92,88.61,23.21,16.42,145.85,23.32,15.16,76.51,23.19,17.27,22.48
OK,17.13,90.47,56.54,23.52,114.8,11.48,22.38,96.86,11.5,27.02,104.49,11.59,22.79,83.94,11.61,15.57,121.98,11.58,23.71,123.76,0.2206,14.22,128.99,-599.4,10.62,90.7,-212.027,26.18,101.07,0.059,24.44,103.98,0.061,24.18,60.46,0.059,25.11,83.62,0.138,25.05,96.28,0.071,20.82,102.58,0.558,12.18,99.45,0.229,14.33,144.25,0.447,28.04,123.61,0.185,11.38,116.93,0.252,14.01,101.44,23.16,25.85,93.14,23.24,12.71,112.87,23.35,20.35,117.96,23.19,14.19,22.49
OK,11.94,112.17,122.11,17.06,86.18,11.48,24.64,88.4,11.48,14.45,100.08,11.57,22.44,118.39,11.59,26.2,88.45,11.58,15.6,110.94,0.2204,11.79,63.94,-816.7,21.54,90.07,-115.674,24.45,118.65,0.054,11.4,105.56,0.066,11.55,107.22,0.059,16.55,62.16,0.061,12.52,110.95,0.064,15.29,137.05,0.259,21.22,105.02,0.306,27.89,119.64,0.341,28.68,124.6,0.2,16.47,119.48,0.239,22.03,116.3,23.16,20.85,123.8,23.2,10.94,116.64,23.35,24.39,124.71,23.16,28.93,22.48
OK,12.08,70.58,57.06,13.28,103.13,11.48,10.08,50.97,11.5,16.74,110,11.61,15.77,75.41,11.61,29.42,81.6,11.65,14.83,59.72,0.2203,13.02,84.76,-911.31,15.61,90.72,-149.078,19.29,92.25,0.061,18.13,90.81,0.066,23.62,98.01,0.071,15.81,116.29,0.15,19.68,81.4,0.056,15.94,86.66,0.605,16.98,104.75,0.175,19.32,105.12,0.37,19.22,93.7,0.19,14.62,85.22,0.239,15.98,81.82,23.16,22.6,114.11,23.18,25.05,133.52,23.34,21.55,105.86,23.17,17,22.45
OK,10.44,107.45,56.42,13.53,130.73,11.46,19.77,62.55,11.5,19.33,148.54,11.59,19.47,103.56,11.57,11.92,130.8,11.6,29.1,94.3,0.2201,21.87,88.21,-652.5,29.69,103,-219.838,22.88,88.25,0.059,12.42,106.73,0.079,23.96,103.87,0.064,18.11,106.6,0.126,29.68,102.91,0.066,27.88,51.71,0.536,16.02,97.19,0.17,28.15,96.97,0.494,12.46,92.71,0.2,19.31,100.19,0.257,11.11,107.93,23.19,29.46,93.22,23.22,28.42,113.48,23.32,21.99,85.49,23.17,10.04,22.46
OK,21.13,95.82,56.44,14.16,106.34,11.48,16.69,82.52,11.5,18.47,86.77,11.63,18.33,94.26,11.61,12.64,126.84,11.6,28.74,94.96,0.2203,19.12,108.28,-959.53,12.64,103.1,-157.042,12.05,110.71,0.081,24.14,92.75,0.074,29.62,138.45,0.064,28.87,110.72,0.148,19.72,88.91,0.042,24.88,79.67,0.637,20.41,45.25,0.217,26.35,90.33,0.432,29.25,52.26,0.17,15.22,104.4,0.234,12.44,96.23,23.15,10.69,84.42,23.21,13.06,126.76,23.31,25.3,104.72,23.18,23.23,22.46
OK,28.56,89.53,56.19,19.96,112.63,11.5,18.67,96.51,11.46,26.31,106.17,11.59,14.75,109.43,11.61,29.25,105.42,11.57,25.49,129.95,0.2201,15.03,129.43,-722.7,24.05,124.48,-191.009,25.44,92.54,0.061,15.67,81.58,0.066,19.23,90.93,0.066,10.98,106.45,0.138,28.6,99.19,0.059,16.94,113.21,0.489,11.58,62.86,0.207,15.18,120.11,0.44,17.67,79.73,0.182,23.37,114.42,0.271,19.05,148.69,23.17,10.27,125.64,23.19,29.77,78.6,23.3,24.46,81.01,23.17,17.25,22.47
OK,24.8,83.47,57.29,16.05,121.33,11.48,25.1,126.47,11.48,19.76,129.53,11.59,13.43,100.79,11.58,28.13,131.53,11.59,18.16,92.61,0.2205,12.34,126.86,-620.15,27.56,89.13,-232.018,23.32,97.93,0.064,12.6,101.94,0.064,15.48,135.13,0.066,22.56,55.28,0.145,10.87,96.42,0.049,18.14,96.81,0.479,10.65,111.25,0.2,15.55,121.03,0.38,22.56,103.91,0.207,23.62,163.39,0.249,22.07,62.56,23.19,12.64,96.14,23.21,19.6,123.45,23.33,28.17,126.55,23.17,19.65,22.45
OK,20.97,93.54,56.19,15.94,106.98,11.5,19.27,111.3,11.48,25.03,106.99,11.59,16.02,113.78,11.57,17.53,100.11,11.59,28.13,96.24,0.2204,23.48,107.03,-729.41,22.75,84.13,-188.081,27.18,122.99,0.054,13.7,55.16,0.064,11.44,114.52,0.056,16.66,111.06,0.123,15.79,95.78,0.084,21.1,87.69,0.506,14.76,98.46,0.17,15.03,85.15,0.459,28.1,102.54,0.21,23.25,97.89,0.242,28.65,99.8,23.16,12.76,96.08,23.19,11.95,97.71,23.31,25.61,104.11,23.19,16.88,22.46
OK,26.87,127.03,122.51,24.77,101.04,11.48,24.94,78.34,11.5,21.8,120.19,11.61,12.36,101.77,11.61,25.65,89.46,11.63,13.43,112.65,0.2207,21.16,82.11,-923.51,25.34,117.35,-187.567,17.23,121.38,0.069,13.7,71.97,0.076,10.35,99.24,0.066,13.08,92.28,0.054,11.89,96.12,0.059,11.92,67.46,0.269,14.29,69,0.247,28.2,83.02,0.249,26.02,108.87,0.254,24.59,106.68,0.294,18.74,106.12,23.13,11.6,117.51,23.2,24.64,109.47,23.3,29.74,86.13,23.17,19.35,22.44
OK,19.88,105.82,56.25,13.72,93.71,11.48,20.9,112.12,11.5,11.05,95.36,11.61,11.1,102.04,11.59,29.02,113.12,11.57,10.07,110,0.2203,25.25,117.86,-911.31,13.2,115.11,-126.26,18.48,100.06,0.054,19.43,99.79,0.066,11.13,101.31,0.108,16.62,57.8,0.098,23.66,61.03,0.061,16.26,102.85,0.593,16.61,73.43,0.358,28.69,108.72,0.398,22.87,100.71,0.173,24.68,122.07,0.257,24.75,92.76,23.15,24.1,97.26,23.21,11.06,113.54,23.29,18.71,75.02,23.19,18.74,22.47
OK,24.68,106.02,56.42,14.57,92.21,11.5,20.6,81.94,11.5,19.12,85.09,11.61,25.27,98.18,11.61,25.65,129.34,11.59,12.15,106.61,0.2206,23.56,102.35,-614.05,29.58,99.25,-208.02,17.3,103.2,0.064,20.08,115.54,0.071,26.75,109.4,0.059,27.92,100.21,0.14,11.74,97.62,0.064,10.72,104.81,0.496,11.51,99.46,0.175,26.58,155.51,0.407,15.71,113.24,0.205,22.68,141.41,0.257,18.75,105.55,23.17,23.76,129.72,23.21,24.6,96.9,23.3,11.19,93.28,23.13,19.94,22.45
OK,19.12,120.41,56.35,27.29,104.05,11.48,21.08,87.38,11.48,11.6,91.36,11.58,15.87,68.6,11.57,18.37,86.58,11.58,25.7,98.9,0.2204,18.01,99.24,-893.6,18.15,96.29,-149.693,25.24,121.17,0.061,16.15,91.67,0.069,22.97,88.49,0.056,12.45,63.39,0.135,17.04,95.41,0.089,25.29,115.93,0.573,26.34,135.63,0.163,26.68,62.33,0.459,11.09,94.81,0.217,27.55,101.01,0.259,29.49,38.24,23.18,17.67,138.57,23.25,20.12,138.74,23.32,14.94,97.42,23.2,15.32,22.46
OK,17.66,117.79,55.61,18.85,80.54,11.46,25.47,95.14,11.5,27.94,100.45,11.58,27.28,71.4,11.58,18.98,90.98,11.61,29.5,125.33,0.2203,15.55,79.93,-882.62,16.77,99.4,-133.455,16.63,123.38,0.049,12.86,125.76,0.076,23.94,93.12,0.061,19,96.24,0.108,10.57,72.96,0.071,13.72,116.12,0.588,28.54,113.2,0.2,28.21,97.45,0.38,23.33,98.76,0.182,20.03,58.77,0.264,15.67,88.38,23.16,11.5,118.81,23.2,17.31,118.95,23.3,27.32,124.02,23.12,28.02,22.46
OK,26.04,73.93,57.05,20.54,98.14,11.48,20.65,107.93,11.51,18.51,97.97,11.59,16.93,126.19,11.57,14.71,96.21,11.59,19.44,122.81,0.2205,17.22,92.31,-523.71,10.48,117.67,-222.254,21.09,110.69,0.066,23.34,76.56,0.071,17.99,94.6,0.076,14.9,92.87,0.091,11.21,135.37,0.096,25.49,124,0.578,18.18,113.87,0.16,28.2,110.49,0.524,10.83,115.23,0.222,26.7,68.39,0.249,24.55,76.08,23.18,17.42,112.33,23.21,15.97,111.27,23.31,23.2,80.61,23.14,20.19,22.49
OK,19.56,98.98,57.62,18.5,86.22,11.46,28.02,116.41,11.5,29.99,109.46,11.61,12.02,108.71,11.61,28.48,69.89,11.61,16.73,111.87,0.2204,11.17,108.08,-838.67,21.87,114.68,-135.407,19.25,84.46,0.059,19.45,94.46,0.071,13.68,109.15,0.044,21.42,135.12,0.116,15.57,122.33,0.089,29.34,66.83,0.499,18.13,108.98,0.178,11.47,92.41,0.484,13.51,121.8,0.195,26.15,107.54,0.257,13.42,99.06,23.16,13.01,111.6,23.19,10.31,96.59,23.34,29.32,107.63,23.15,18.4,22.44
OK,20.76,80.25,56.4,17.73,98.16,11.49,21.02,92.49,11.43,21.88,124.76,11.57,15.36,96.75,11.57,22.49,127.55,11.57,12.6,129.05,0.2205,14.69,119.09,-753.21,24.87,97.64,-138.646,11.02,97.11,0.051,10.34,74.88,0.076,14.29,140.33,0.118,16.66,102.08,0.108,16.26,64.78,0.091,20.11,67.52,0.546,15.96,90.01,0.237,22.49,94.37,0.526,12.57,82.17,0.18,13.46,126.97,0.225,10.5,86.67,23.18,24.59,104.86,23.2,22.64,102.13,23.31,19.74,97.13,23.19,13.76,22.48
OK,15.77,90.89,56.31,28.49,89.44,11.5,20.78,111.43,11.5,16.83,97.37,11.57,24.96,84.83,11.59,12.02,88.6,11.65,29.17,69.3,0.2203,27.4,121.85,-794.11,11.94,101.43,-167.063,26.27,112.53,0.056,13.74,107.77,0.066,27.56,124.06,0.054,13.18,111,0.153,25.91,95.38,0.054,20.06,127.41,0.506,14.1,86.47,0.363,18.16,109.82,0.348,11.12,72.41,0.222,21.05,98.85,0.252,16.41,134.97,23.16,27.1,72.6,23.23,24.39,112.92,23.33,24.93,107.67,23.18,18.92,22.44
OK,10.92,91.49,56.2,25.08,100.87,11.5,19.21,135.33,11.5,28.12,112.33,11.59,23.48,97.94,11.61,23.4,94.64,11.57,10.65,112.42,0.2205,14.11,73.33,-764.81,28.83,82.4,-220.815,29.28,105.92,0.056,10.93,130.45,0.074,21.67,86.4,0.079,11.46,50.87,0.126,28.26,103.8,0.066,21.63,125.2,0.548,29.98,69.17,0.165,22.48,78.76,0.472,25.82,106.04,0.182,28.51,123.83,0.229,23.56,121.99,23.16,26.2,99.67,23.22,16.98,110,23.32,11.34,91.1,23.16,13.02,22.44
OK,26.43,78.14,57.17,16.02,84.37,11.48,23.19,81.02,11.46,24.02,70.7,11.61,28.12,106.47,11.57,12.64,92.94,11.58,18.74,115.15,0.2201,19.67,47.21,-944.88,22.76,117.52,-182.531,10.71,100.38,0.054,26.77,39.67,0.069,14.35,140.46,0.081,12.39,92.3,0.123,24.03,80.42,0.042,29.81,80.19,0.524,18.28,96.55,0.22,17.16,80.17,0.467,29.14,114.78,0.195,14.86,88.67,0.271,26.86,82.32,23.17,27.97,97.46,23.22,18.98,100.73,23.31,15.63,98.28,23.17,12.03,22.48
